Date,SPY,TLT,GLD,QQQ,IWM,EFA,AGG,VNQ
2024-04-24,119.9457,109.4177,82.8467,129.8883,143.7885,112.4624,106.0251,138.771
2024-04-25,119.9223,109.682,82.9591,130.3921,144.5947,111.9252,106.2414,137.6861
2024-04-26,120.6399,110.0791,81.6204,131.4432,144.8204,111.7477,106.6584,137.4213
2024-04-29,119.764,110.455,82.1331,130.2043,144.9295,111.6858,106.3721,136.3674
2024-04-30,119.1727,111.1391,80.2027,131.0898,144.4614,111.2711,106.8256,138.0663
2024-05-01,120.2062,111.7625,80.4763,132.4369,145.197,111.4166,106.9234,137.4696
2024-05-02,120.1676,110.1218,80.4036,132.3101,145.3997,111.1015,106.9467,138.9247
2024-05-03,118.7949,110.8123,79.9526,129.8284,142.4803,110.1168,106.9744,138.1849
2024-05-06,119.964,111.8077,79.561,131.7592,144.2781,110.6966,107.2268,141.0272
2024-05-07,120.2712,112.3626,79.0664,131.4189,144.0282,110.6754,107.2455,141.08
2024-05-08,118.3901,111.8802,79.3606,129.2728,141.572,108.6706,106.8039,138.4242
2024-05-09,119.1623,112.5713,79.1603,129.6168,142.6431,108.702,106.969,140.5406
2024-05-10,120.1463,112.4268,78.298,131.0789,144.6592,109.2497,107.2534,143.1147
2024-05-13,122.0934,112.117,78.8398,134.6109,147.3663,110.4305,107.1678,145.3753
2024-05-14,120.6453,112.4619,79.5873,131.2178,147.2407,110.4214,107.1285,145.3147
2024-05-15,120.6972,113.6984,80.4903,130.4432,147.8817,110.4652,107.4771,144.9803
2024-05-16,122.7499,114.0967,80.1632,132.3471,149.8685,112.0735,107.758,148.4586
2024-05-17,123.7201,114.7883,80.5817,132.7698,150.8228,113.4144,107.9958,150.2791
2024-05-20,123.395,113.8649,80.3544,132.5208,149.8458,112.9189,107.5539,150.7737
2024-05-21,123.0992,115.4553,81.6902,132.1515,148.5556,111.2801,107.6567,148.4016
2024-05-22,124.7604,115.0521,82.0694,132.9004,149.4218,112.8293,107.6556,149.902
2024-05-23,125.4798,116.5177,82.1657,133.9602,150.3302,114.884,107.7956,151.7454
2024-05-24,125.3931,117.1569,81.757,133.8526,150.8309,116.9367,108.1758,151.4585
2024-05-27,124.9385,116.8563,80.3388,133.0403,150.8983,115.7478,108.3015,151.4581
2024-05-28,124.117,117.0014,81.4941,132.4627,150.0603,115.1123,108.2597,150.1093
2024-05-29,121.6849,119.9535,81.8264,129.6503,147.0189,112.8515,108.9166,145.7716
2024-05-30,124.3659,117.7347,80.9806,132.822,151.395,114.9449,108.2949,150.0403
2024-05-31,125.2793,118.0197,81.6333,135.6157,154.5929,115.5755,108.6888,152.0883
2024-06-03,125.9234,116.0536,81.3081,135.8705,156.2936,116.8803,107.8644,152.9414
2024-06-04,127.3159,115.4349,81.8892,137.9464,158.3865,117.8165,107.535,153.1331
2024-06-05,128.2248,115.1895,81.8308,138.8761,159.171,119.1102,107.4679,152.5998
2024-06-06,129.1819,114.7016,81.8713,141.2486,160.2965,120.0098,107.1814,153.1701
2024-06-07,129.9816,112.8884,81.849,142.3365,161.4197,121.3346,106.7723,155.784
2024-06-10,128.8067,113.4047,81.9097,140.038,161.0041,122.2577,106.9067,155.9354
2024-06-11,128.9616,112.6595,80.4536,139.7431,159.6543,123.1813,106.7436,155.3091
2024-06-12,130.1026,111.2085,79.7817,141.268,162.0934,124.5196,106.4723,156.8648
2024-06-13,130.6493,111.2668,79.0807,142.0491,161.5357,124.7082,106.4531,159.892
2024-06-14,130.652,109.8977,78.8104,142.3733,163.3468,124.5952,105.825,161.0711
2024-06-17,128.9907,109.9823,78.5297,140.1131,162.0511,122.9763,105.7422,159.3453
2024-06-18,129.2256,110.0299,78.8801,141.0268,162.7631,123.575,105.5069,159.7329
2024-06-19,129.866,110.5748,78.5059,141.4679,162.8521,124.2623,105.8822,159.9141
2024-06-20,131.0381,110.3692,78.4813,142.8995,165.0513,125.488,106.2679,160.6389
2024-06-21,131.7355,109.6659,77.8161,143.8138,166.0124,128.0677,106.1328,160.4231
2024-06-24,132.1298,107.5482,77.5042,144.2783,167.473,129.2374,105.4813,160.9086
2024-06-25,131.221,106.749,77.5667,142.1295,166.0253,127.7489,105.2692,161.8782
2024-06-26,129.651,105.457,77.2037,140.0034,164.4309,126.2738,104.7871,160.5094
2024-06-27,130.9843,103.2638,76.7401,141.8427,165.2003,128.3579,104.1087,161.6221
2024-06-28,131.7286,102.5357,75.3904,142.5182,167.0956,128.7263,103.8577,163.533
2024-07-01,131.3673,102.1891,75.4332,142.5771,169.241,129.5261,103.9639,163.5399
2024-07-02,130.1396,102.6005,75.4945,140.2117,167.5297,128.8402,104.0947,162.9578
2024-07-03,130.5514,102.0445,75.0972,139.9193,169.9784,129.4538,103.955,162.8678
2024-07-04,134.2445,100.0798,74.7829,145.0072,175.3504,133.1098,103.8408,167.8025
2024-07-05,132.9514,100.2084,74.9411,144.7863,172.133,132.7964,103.8343,167.0666
2024-07-08,132.8758,99.4971,75.3661,145.1327,173.2257,132.9846,103.5053,165.3351
2024-07-09,133.9633,99.6074,74.7916,146.2315,173.9798,132.5226,103.4639,164.5658
2024-07-10,133.4919,99.0952,73.5752,147.0466,174.6504,131.6985,103.386,164.5517
2024-07-11,135.0558,97.9868,74.2721,148.732,175.3094,133.278,103.2666,169.2163
2024-07-12,133.5705,98.993,74.0512,147.358,171.6683,130.8475,103.3734,166.8434
2024-07-15,132.8105,99.7905,74.8281,146.8152,172.5379,130.9626,103.3956,168.3772
2024-07-16,132.1001,100.8058,76.0239,146.2429,170.046,129.557,103.8079,167.0087
2024-07-17,132.2528,101.4659,76.6279,146.6991,170.0131,129.4478,104.1273,167.9064
2024-07-18,131.9824,102.5359,76.682,145.7807,168.7725,128.3411,104.3845,168.7841
2024-07-19,131.0258,102.9885,76.2275,144.329,165.8721,127.1123,104.4456,167.7621
2024-07-22,131.3561,101.8199,76.8606,144.8872,166.6592,127.4838,103.9905,168.4468
2024-07-23,132.0021,100.0821,76.285,145.5161,167.8051,128.8606,103.3991,168.6117
2024-07-24,131.4122,99.5448,75.9344,145.2573,165.9442,128.5121,102.9353,166.6718
2024-07-25,131.0534,101.1435,75.9589,143.2857,163.2697,127.831,103.496,166.3037
2024-07-26,131.3145,102.1394,75.7499,144.3315,161.7345,127.0138,103.5061,165.3127
2024-07-29,131.3093,102.2649,75.8212,143.6856,161.542,125.8768,103.7409,164.7906
2024-07-30,130.7519,103.8833,75.1515,142.2284,159.5443,125.0888,104.3023,164.7636
2024-07-31,133.999,100.9216,75.3958,146.0687,163.0079,127.0181,103.3733,169.8881
2024-08-01,135.1249,100.6659,76.3845,146.494,163.0851,126.1059,103.1463,170.6297
2024-08-02,135.311,100.7713,75.4271,147.3435,163.4109,126.709,102.9426,171.0737
2024-08-05,133.8383,100.819,75.722,145.4519,160.8491,125.5218,102.6236,170.518
2024-08-06,133.6308,101.8974,75.5039,144.8659,159.7064,125.8027,102.8494,170.9666
2024-08-07,133.1987,100.2413,74.8569,143.3841,159.3335,124.5944,102.4823,170.134
2024-08-08,133.0273,100.8916,75.6146,143.1883,158.38,123.125,102.5049,168.6617
2024-08-09,133.2158,100.5519,76.0702,143.0043,158.6277,124.1318,102.4569,169.1003
2024-08-12,132.5073,100.1925,75.3852,141.6844,158.553,123.5293,102.1414,170.5563
2024-08-13,132.9631,98.8375,74.9257,142.3136,160.8726,123.3592,101.9269,173.1796
2024-08-14,132.2222,98.8059,74.1664,141.2078,159.893,123.2027,102.0969,171.4674
2024-08-15,129.8039,99.4395,74.3111,138.2449,156.7247,121.4946,102.4156,169.3122
2024-08-16,129.3954,99.1263,74.1339,138.8245,156.0482,121.1506,102.2254,169.9611
2024-08-19,131.8563,98.8838,74.3298,142.1053,156.5257,123.0431,102.2497,172.5789
2024-08-20,131.0178,98.7853,73.9896,141.7182,155.1459,123.8105,102.2814,170.1407
2024-08-21,130.9102,98.2606,72.4192,142.6828,155.5592,124.0869,102.223,168.2467
2024-08-22,130.3611,99.1605,71.8166,140.2238,154.5972,123.4293,102.5343,168.55
2024-08-23,131.2029,99.1846,72.6767,140.3048,156.1757,124.6558,102.3647,168.0386
2024-08-26,130.3256,98.8527,73.0907,138.723,154.4074,123.4669,102.3581,166.8486
2024-08-27,130.1558,98.8207,73.9579,138.0007,155.6391,123.8142,102.3005,170.4252
2024-08-28,128.9026,98.8625,73.0502,137.0287,155.7739,124.2886,102.5346,169.5622
2024-08-29,128.5069,97.5182,74.2207,136.779,155.0742,125.0149,101.8901,169.6881
2024-08-30,128.3476,98.1343,74.2656,135.635,154.9391,125.6334,102.0907,170.8184
2024-09-02,127.1241,98.4584,73.8123,134.5711,153.4677,125.1567,102.3363,170.4027
2024-09-03,127.5048,97.5003,73.7108,134.6845,153.6438,125.1182,101.8922,168.058
2024-09-04,126.7465,97.8905,72.8085,133.7408,154.5094,125.5104,102.3223,168.5492
2024-09-05,128.2029,96.8857,72.3411,133.7968,157.4549,127.8923,102.0471,170.5971
2024-09-06,127.3361,97.4643,73.1281,131.5733,156.9262,127.1563,102.1818,170.561
2024-09-09,127.1593,97.4413,72.9791,131.9905,157.1082,127.2452,101.9821,169.8649
2024-09-10,128.2958,97.1887,73.4737,134.5953,159.549,128.4529,101.868,168.2625
2024-09-11,128.1419,96.9669,73.7072,134.2981,159.0875,126.9906,101.6076,168.2021
2024-09-12,130.282,96.3354,73.9925,137.6765,160.8652,128.7914,101.3686,171.3606
2024-09-13,130.5215,96.5485,73.5148,138.493,163.2132,128.5612,101.4374,172.3579
2024-09-16,131.5488,95.8211,71.5639,140.7446,165.0357,128.0011,101.2344,174.9772
2024-09-17,133.4108,96.166,71.6234,143.2878,167.0952,130.192,101.3046,176.1687
2024-09-18,134.7446,95.8107,72.5783,144.5752,168.7985,130.6075,101.1978,175.7575
2024-09-19,134.1743,94.7472,72.8662,144.2937,166.366,130.9154,101.1928,174.9298
2024-09-20,133.4107,97.3363,72.317,143.4433,165.3315,131.2435,102.1072,173.8097
2024-09-23,132.2586,97.3539,71.585,141.9674,163.272,129.0475,102.2665,171.3647
2024-09-24,130.7181,97.6244,71.5816,138.7364,161.8099,127.1515,102.5493,170.5081
2024-09-25,130.2738,97.1127,71.4234,138.565,161.2742,126.6509,102.3779,169.1016
2024-09-26,129.9012,95.4268,71.8181,138.2151,160.2309,127.6953,101.8222,167.4056
2024-09-27,131.0104,95.4987,72.1712,139.3967,162.0427,128.4573,101.974,166.524
2024-09-30,130.5228,97.1058,71.8685,138.4357,160.8201,127.0221,102.1267,165.2111
2024-10-01,130.7435,97.0224,71.7849,138.764,162.1324,127.2258,102.0387,165.3611
2024-10-02,131.5153,98.0605,71.5727,139.9051,163.2715,127.0864,102.4171,164.3626
2024-10-03,129.3577,98.9632,71.3179,137.2748,160.5785,124.7105,102.6007,160.3387
2024-10-04,131.1188,97.3172,71.0873,138.8103,163.386,125.8866,102.0976,163.2741
2024-10-07,131.2079,97.761,70.5199,138.0013,163.5119,125.6487,102.3712,163.3165
2024-10-08,131.516,96.2879,71.5784,138.2335,164.8878,125.5566,101.9133,162.3046
2024-10-09,132.1334,95.8439,71.5844,139.5019,164.3477,125.3053,101.8423,164.9055
2024-10-10,132.013,96.3978,71.5945,140.7223,162.2718,124.9632,101.7348,160.8809
2024-10-11,132.4388,96.4279,71.4472,141.2242,165.984,125.629,101.8968,161.597
2024-10-14,132.8632,96.1346,71.1719,143.0486,167.7074,126.2383,101.4913,161.6759
2024-10-15,136.3282,95.0791,71.9742,148.6233,172.2947,128.3307,100.8818,165.8513
2024-10-16,135.3275,95.4914,71.1515,147.1227,170.9772,127.6953,100.8424,166.1301
2024-10-17,134.6142,94.2637,70.8738,146.145,170.3769,128.2001,100.4093,165.3828
2024-10-18,133.2573,95.3034,71.0697,144.0966,166.5803,127.8972,100.4802,162.8011
2024-10-21,133.7642,94.1808,69.9725,143.2226,167.9556,127.8859,100.6525,162.4226
2024-10-22,132.6468,94.0011,70.0468,141.4227,167.3142,126.4654,100.3266,159.0466
2024-10-23,129.8978,94.2684,69.7319,137.4005,165.2881,125.5128,100.2893,154.6836
2024-10-24,129.2505,93.9485,69.2337,136.0836,163.7828,124.5735,100.069,153.8674
2024-10-25,129.7447,93.0802,69.9662,136.0392,162.8716,125.0153,99.6307,154.3329
2024-10-28,126.8339,94.9831,70.4993,131.3799,157.7483,123.7791,99.9855,150.3767
2024-10-29,124.1542,95.4079,70.2485,128.4575,153.0678,120.3963,100.0399,148.033
2024-10-30,122.3507,96.8303,70.3627,126.9274,150.7483,117.2773,100.3517,146.9279
2024-10-31,121.3608,96.7896,70.1869,123.8599,151.2326,116.1824,100.3979,146.359
2024-11-01,122.8593,96.7404,70.138,125.2093,153.7996,116.1588,100.5511,146.7716
2024-11-04,124.3701,96.4823,70.6296,127.1584,153.9492,116.4441,100.5878,147.9294
2024-11-05,125.8152,96.4555,70.1002,128.4921,155.7047,115.8918,100.9096,149.6526
2024-11-06,127.3321,94.711,70.7742,131.7497,156.3741,117.3836,100.3773,149.0872
2024-11-07,127.9793,95.264,70.511,133.3714,155.3513,116.5138,100.5776,148.9273
2024-11-08,127.1592,96.1831,70.943,132.9395,154.2349,116.3461,100.7529,150.4435
2024-11-11,126.2285,98.2507,71.204,130.9485,154.3852,115.9689,101.5188,151.5898
2024-11-12,126.6843,97.6284,71.8004,131.5173,155.7234,115.0492,101.3721,151.3156
2024-11-13,128.7247,97.6389,72.1048,134.4562,157.1409,117.409,101.773,153.9595
2024-11-14,130.7211,96.6339,71.5733,137.0204,159.9258,118.5834,101.6577,156.3536
2024-11-15,129.5336,97.4066,72.1873,135.6535,159.7292,117.1697,101.9013,154.1123
2024-11-18,128.2145,97.2264,71.4593,133.5916,157.8917,116.6956,101.7741,150.8934
2024-11-19,129.6544,96.1394,71.3726,135.6983,159.8629,118.4859,101.5887,151.5732
2024-11-20,132.3897,95.615,71.3861,139.8592,163.3668,120.741,101.943,154.2759
2024-11-21,132.043,95.8209,72.1102,138.3938,160.991,119.8041,101.6713,152.7753
2024-11-22,132.7261,94.907,71.0834,139.2943,162.6314,119.1755,101.5757,154.2447
2024-11-25,133.9822,95.6408,72.7208,140.7234,164.3592,119.9311,101.796,157.5304
